year,committee_id,committee_name,chamber,member_id,member_name
2026,S12,General Laws and Technology,S,S0116,Emily M. Jordan
2026,S12,General Laws and Technology,S,S0129,Schuyler T. VanValkenburg
2026,S12,General Laws and Technology,S,S0126,Danica A. Roem
2026,S12,General Laws and Technology,S,S0117,Jennifer D. Carroll Foy
2026,S12,General Laws and Technology,S,S0121,Timmy French
2026,S12,General Laws and Technology,S,S0118,Christie New Craig
2026,S12,General Laws and Technology,S,S0130,Angelia Williams Graves
2026,S13,Courts of Justice,S,S0099,"Glen H. Sturtevant, Jr."
2026,S13,Courts of Justice,S,S0133,Kannan Srinivasan
2026,S13,Courts of Justice,S,S0134,Michael J. Jones
2026,S13,Courts of Justice,S,S0100,Scott A. Surovell
2026,S13,Courts of Justice,S,S0068,Mark D. Obenshain
2026,S13,Courts of Justice,S,S0069,Ryan T. McDougle
2026,S13,Courts of Justice,S,S0062,R. Creigh Deeds
2026,S13,Courts of Justice,S,S0078,Richard H. Stuart
2026,S13,Courts of Justice,S,S0082,"William M. Stanley, Jr."
2026,S13,Courts of Justice,S,S0106,Jennifer B. Boysko
2026,S13,Courts of Justice,S,S0105,Mark J. Peake
2026,S13,Courts of Justice,S,S0117,Jennifer D. Carroll Foy
2026,S13,Courts of Justice,S,S0125,Russet Perry
2026,S13,Courts of Justice,S,S0127,Saddam Azlan Salim
2026,S13,Courts of Justice,S,S0086,Barbara A. Favola
