year,member_id,MBR_NAME,party,topic_name,classification,topic_vote_events,yes_votes,no_votes,directional_topic_votes,yes_pct,no_pct,stance
2025,H0323,Shelly A. Simonds,D,Education,Derived from LIS bill description,312,292,13,305,95.73770491803279,4.2622950819672125,YES
2025,H0311,Alex Q. Askew,D,Education,Derived from LIS bill description,347,330,15,345,95.65217391304348,4.3478260869565215,YES
2025,H0356,Rae Cousins,D,Education,Derived from LIS bill description,315,301,14,315,95.55555555555556,4.444444444444445,YES
2025,H0207,Delores L. McQuinn,D,Education,Derived from LIS bill description,272,221,12,233,94.84978540772532,5.150214592274678,YES
2025,H0380,Atoosa R. Reaser,D,Education,Derived from LIS bill description,312,294,17,311,94.53376205787781,5.466237942122187,YES
2025,H0372,Destiny LeVere Bolling,D,Education,Derived from LIS bill description,322,269,17,286,94.05594405594405,5.944055944055944,YES
2025,H0343,Briana D. Sewell,D,Education,Derived from LIS bill description,276,256,17,273,93.77289377289377,6.227106227106227,YES
2025,H0295,Kelly K. Convirs-Fowler,D,Education,Derived from LIS bill description,233,210,14,224,93.75,6.25,YES
2025,H0327,Rodney T. Willett,D,Education,Derived from LIS bill description,160,149,11,160,93.125,6.875000000000001,YES
2025,H0336,Nadarius E. Clark,D,Education,Derived from LIS bill description,242,217,17,234,92.73504273504274,7.264957264957266,YES
2025,H0172,Mark D. Sickles,D,Education,Derived from LIS bill description,167,149,12,161,92.54658385093167,7.453416149068323,YES
2025,H0285,"C.E. Cliff Hayes, Jr.",D,Education,Derived from LIS bill description,163,146,12,158,92.40506329113924,7.59493670886076,YES
2025,H0212,Betsy B. Carr,D,Education,Derived from LIS bill description,156,144,12,156,92.3076923076923,7.6923076923076925,YES
2025,H0227,Luke E. Torian,D,Education,Derived from LIS bill description,172,142,12,154,92.20779220779221,7.792207792207792,YES
2025,H0368,Michael J. Jones,D,Education,Derived from LIS bill description,132,106,9,115,92.17391304347827,7.82608695652174,YES
2025,H0301,David A. Reid,D,Education,Derived from LIS bill description,149,137,12,149,91.94630872483222,8.053691275167784,YES
2025,H0208,Charniele L. Herring,D,Education,Derived from LIS bill description,148,135,12,147,91.83673469387756,8.16326530612245,YES
2025,H0371,Amy J. Laufer,D,Education,Derived from LIS bill description,247,225,20,245,91.83673469387756,8.16326530612245,YES
2025,H0173,Jeion A. Ward,D,Education,Derived from LIS bill description,137,123,11,134,91.7910447761194,8.208955223880597,YES
2025,H0294,Karrie K. Delaney,D,Education,Derived from LIS bill description,136,123,11,134,91.7910447761194,8.208955223880597,YES
2025,H0177,David L. Bulova,D,Education,Derived from LIS bill description,168,154,14,168,91.66666666666666,8.333333333333332,YES
2025,H0281,Paul E. Krizek,D,Education,Derived from LIS bill description,151,138,13,151,91.3907284768212,8.609271523178808,YES
2025,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Education,Derived from LIS bill description,144,127,12,139,91.36690647482014,8.633093525179856,YES
2025,H0322,Don Scott,D,Education,Derived from LIS bill description,137,124,12,136,91.17647058823529,8.823529411764707,YES
2025,H0108,Vivian E. Watts,D,Education,Derived from LIS bill description,143,130,13,143,90.9090909090909,9.090909090909092,YES
2025,H0239,Alfonso H. Lopez,D,Education,Derived from LIS bill description,133,120,12,132,90.9090909090909,9.090909090909092,YES
2025,H0360,Michael B. Feggans,D,Education,Derived from LIS bill description,132,119,12,131,90.83969465648855,9.16030534351145,YES
2025,H0219,Patrick A. Hope,D,Education,Derived from LIS bill description,142,128,13,141,90.78014184397163,9.219858156028367,YES
2025,H0330,Candi Mundon King,D,Education,Derived from LIS bill description,133,118,12,130,90.76923076923077,9.230769230769232,YES
2025,H0374,Marty Martinez,D,Education,Derived from LIS bill description,132,117,12,129,90.69767441860465,9.30232558139535,YES
2025,H0355,Laura Jane Cohen,D,Education,Derived from LIS bill description,245,222,23,245,90.61224489795919,9.387755102040817,YES
2025,H0351,Holly M. Seibold,D,Education,Derived from LIS bill description,135,122,13,135,90.37037037037037,9.62962962962963,YES
2025,H0382,Joshua E. Thomas,D,Education,Derived from LIS bill description,136,122,13,135,90.37037037037037,9.62962962962963,YES
2025,H0284,"Marcia S. ""Cia"" Price",D,Education,Derived from LIS bill description,146,131,14,145,90.3448275862069,9.655172413793103,YES
2025,H0361,Debra D. Gardner,D,Education,Derived from LIS bill description,142,121,13,134,90.29850746268657,9.701492537313433,YES
2025,H0314,Joshua G. Cole,D,Education,Derived from LIS bill description,147,129,14,143,90.20979020979021,9.79020979020979,YES
2025,H0365,"Rozia A. Henson, Jr.",D,Education,Derived from LIS bill description,142,128,14,142,90.14084507042254,9.859154929577464,YES
2025,H0385,JJ Singh,D,Education,Derived from LIS bill description,143,128,14,142,90.14084507042254,9.859154929577464,YES
2025,H0344,Irene Shin,D,Education,Derived from LIS bill description,141,127,14,141,90.0709219858156,9.929078014184398,YES
2025,H0264,Marcus B. Simon,D,Education,Derived from LIS bill description,141,126,14,140,90.0,10.0,YES
2025,H0354,Katrina Callsen,D,Education,Derived from LIS bill description,139,125,14,139,89.92805755395683,10.071942446043165,YES
2025,H0375,Adele Y. McClure,D,Education,Derived from LIS bill description,135,121,14,135,89.62962962962962,10.37037037037037,YES
2025,H0349,Jackie H. Glass,D,Education,Derived from LIS bill description,134,120,14,134,89.55223880597015,10.44776119402985,YES
2025,H0340,Michelle Lopes Maldonado,D,Education,Derived from LIS bill description,134,119,14,133,89.47368421052632,10.526315789473683,YES
2025,H0370,Karen Keys-Gamarra,D,Education,Derived from LIS bill description,134,118,14,132,89.39393939393939,10.606060606060606,YES
2025,H0305,Kathy K.L. Tran,D,Education,Derived from LIS bill description,148,132,16,148,89.1891891891892,10.81081081081081,YES
2025,H0353,Bonita G. Anthony,D,Education,Derived from LIS bill description,137,122,15,137,89.05109489051095,10.948905109489052,YES
2025,H0366,Phil M. Hernandez,D,Education,Derived from LIS bill description,134,119,15,134,88.80597014925374,11.194029850746269,YES
2025,H0334,Elizabeth B. Bennett-Parker,D,Education,Derived from LIS bill description,139,123,16,139,88.48920863309353,11.510791366906476,YES
2025,H0317,Dan I. Helmer,D,Education,Derived from LIS bill description,138,122,16,138,88.40579710144928,11.594202898550725,YES
2025,H0346,Kim A. Taylor,R,Education,Derived from LIS bill description,140,89,35,124,71.7741935483871,28.225806451612907,YES
2025,H0315,Carrie E. Coyner,R,Education,Derived from LIS bill description,348,224,89,313,71.56549520766772,28.434504792332266,YES
2025,H0359,N. Baxter Ennis,R,Education,Derived from LIS bill description,242,165,73,238,69.32773109243698,30.672268907563026,YES
2025,H0363,W. Chad Green,R,Education,Derived from LIS bill description,311,203,108,311,65.27331189710611,34.726688102893895,YES
2025,H0108,Vivian E. Watts,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0172,Mark D. Sickles,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0173,Jeion A. Ward,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0177,David L. Bulova,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0207,Delores L. McQuinn,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0208,Charniele L. Herring,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0212,Betsy B. Carr,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0219,Patrick A. Hope,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0227,Luke E. Torian,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0239,Alfonso H. Lopez,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0264,Marcus B. Simon,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0266,Sam Rasoul,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0281,Paul E. Krizek,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0284,"Marcia S. ""Cia"" Price",D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0285,"C.E. Cliff Hayes, Jr.",D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0294,Karrie K. Delaney,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0295,Kelly K. Convirs-Fowler,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0301,David A. Reid,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0305,Kathy K.L. Tran,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0311,Alex Q. Askew,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0314,Joshua G. Cole,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0317,Dan I. Helmer,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0322,Don Scott,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0323,Shelly A. Simonds,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0327,Rodney T. Willett,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0330,Candi Mundon King,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0334,Elizabeth B. Bennett-Parker,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0336,Nadarius E. Clark,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0340,Michelle Lopes Maldonado,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0343,Briana D. Sewell,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0344,Irene Shin,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0349,Jackie H. Glass,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0351,Holly M. Seibold,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0353,Bonita G. Anthony,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0354,Katrina Callsen,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0355,Laura Jane Cohen,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0356,Rae Cousins,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0360,Michael B. Feggans,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0361,Debra D. Gardner,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0365,"Rozia A. Henson, Jr.",D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0366,Phil M. Hernandez,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0368,Michael J. Jones,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0370,Karen Keys-Gamarra,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0371,Amy J. Laufer,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0372,Destiny LeVere Bolling,D,Elections,Official LIS subject,4,4,0,4,100.0,0.0,INSUFFICIENT DATA
2025,H0374,Marty Martinez,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0375,Adele Y. McClure,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0380,Atoosa R. Reaser,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0381,Kannan Srinivasan,D,Elections,Official LIS subject,1,1,0,1,100.0,0.0,INSUFFICIENT DATA
2025,H0382,Joshua E. Thomas,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0385,JJ Singh,D,Elections,Official LIS subject,3,3,0,3,100.0,0.0,INSUFFICIENT DATA
2025,H0315,Carrie E. Coyner,R,Elections,Official LIS subject,3,1,2,3,33.33333333333333,66.66666666666666,INSUFFICIENT DATA
2025,H0337,A.C. Cordoza,R,Elections,Official LIS subject,3,1,2,3,33.33333333333333,66.66666666666666,INSUFFICIENT DATA
2025,H0346,Kim A. Taylor,R,Elections,Official LIS subject,3,1,2,3,33.33333333333333,66.66666666666666,INSUFFICIENT DATA
2025,H0359,N. Baxter Ennis,R,Elections,Official LIS subject,3,1,2,3,33.33333333333333,66.66666666666666,INSUFFICIENT DATA
2025,H0335,Mike A. Cherry,R,Elections,Official LIS subject,4,1,3,4,25.0,75.0,INSUFFICIENT DATA
2025,H0056,Terry G. Kilgore,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0073,"Robert D. Orrock, Sr.",R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0124,R. Lee Ware,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0136,"Thomas C. Wright, Jr.",R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0150,"Daniel W. Marshall, III",R,Elections,Official LIS subject,3,0,0,0,0.0,0.0,INSUFFICIENT DATA
2025,H0181,C. Todd Gilbert,R,Elections,Official LIS subject,4,0,4,4,0.0,100.0,INSUFFICIENT DATA
2025,H0206,Barry D. Knight,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0224,James W. Morefield,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0231,Tony O. Wilt,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0238,M. Keith Hodges,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0242,Israel D. O'Quinn,R,Elections,Official LIS subject,4,0,4,4,0.0,100.0,INSUFFICIENT DATA
2025,H0247,Michael J. Webert,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0253,Terry L. Austin,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0262,"James A. ""Jay"" Leftwich",R,Elections,Official LIS subject,4,0,4,4,0.0,100.0,INSUFFICIENT DATA
2025,H0267,"Robert S. Bloxom, Jr.",R,Elections,Official LIS subject,4,0,4,4,0.0,100.0,INSUFFICIENT DATA
2025,H0279,Nicholas J. Freitas,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0308,Joseph P. McNamara,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0313,Amanda E. Batten,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0321,Chris S. Runion,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0325,Wendell S. Walker,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0328,Scott A. Wyatt,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0329,Bill Wiley,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0333,Jason S. Ballard,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0342,Phillip A. Scott,R,Elections,Official LIS subject,4,0,4,4,0.0,100.0,INSUFFICIENT DATA
2025,H0345,Anne Ferrell Tata,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0347,"H. Otto Wachsmann, Jr.",R,Elections,Official LIS subject,4,0,4,4,0.0,100.0,INSUFFICIENT DATA
2025,H0348,Wren M. Williams,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0350,Ellen H. Campbell,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0352,"Jonathan ""Jed"" Arnold",R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0357,Will Davis,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0358,"Mark L. Earley, Jr.",R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0362,"Thomas A. Garrett, Jr.",R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0363,W. Chad Green,R,Elections,Official LIS subject,4,0,4,4,0.0,100.0,INSUFFICIENT DATA
2025,H0364,Timothy P. Griffin,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0367,Geary Higgins,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0369,Hillary Pugh Kent,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0373,Ian T. Lovejoy,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0376,Paul V. Milde,R,Elections,Official LIS subject,4,0,4,4,0.0,100.0,INSUFFICIENT DATA
2025,H0377,Delores Oates,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0378,Chris Obenshain,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0379,David Owen,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0383,Eric R. Zehr,R,Elections,Official LIS subject,3,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0384,Eric Phillips,R,Elections,Official LIS subject,4,0,3,3,0.0,100.0,INSUFFICIENT DATA
2025,H0150,"Daniel W. Marshall, III",R,Elections and Voting,Derived from LIS bill description,51,3,1,4,75.0,25.0,INSUFFICIENT DATA
2025,H0267,"Robert S. Bloxom, Jr.",R,Elections and Voting,Derived from LIS bill description,123,76,46,122,62.295081967213115,37.704918032786885,MIXED
2025,H0315,Carrie E. Coyner,R,Elections and Voting,Derived from LIS bill description,55,29,20,49,59.183673469387756,40.816326530612244,MIXED
2025,H0363,W. Chad Green,R,Elections and Voting,Derived from LIS bill description,118,62,56,118,52.54237288135594,47.45762711864407,MIXED
2025,H0359,N. Baxter Ennis,R,Elections and Voting,Derived from LIS bill description,48,25,23,48,52.083333333333336,47.91666666666667,MIXED
2025,H0350,Ellen H. Campbell,R,Elections and Voting,Derived from LIS bill description,57,28,28,56,50.0,50.0,MIXED
2025,H0373,Ian T. Lovejoy,R,Elections and Voting,Derived from LIS bill description,57,28,28,56,50.0,50.0,MIXED
2025,H0384,Eric Phillips,R,Elections and Voting,Derived from LIS bill description,82,39,40,79,49.36708860759494,50.63291139240506,MIXED
2025,H0347,"H. Otto Wachsmann, Jr.",R,Elections and Voting,Derived from LIS bill description,118,58,60,118,49.152542372881356,50.847457627118644,MIXED
2025,H0376,Paul V. Milde,R,Elections and Voting,Derived from LIS bill description,81,39,41,80,48.75,51.24999999999999,MIXED
2025,H0367,Geary Higgins,R,Elections and Voting,Derived from LIS bill description,53,25,28,53,47.16981132075472,52.83018867924528,MIXED
2025,H0253,Terry L. Austin,R,Elections and Voting,Derived from LIS bill description,56,26,30,56,46.42857142857143,53.57142857142857,MIXED
2025,H0346,Kim A. Taylor,R,Elections and Voting,Derived from LIS bill description,48,19,22,41,46.34146341463415,53.65853658536586,MIXED
2025,H0379,David Owen,R,Elections and Voting,Derived from LIS bill description,48,22,26,48,45.83333333333333,54.166666666666664,MIXED
2025,H0345,Anne Ferrell Tata,R,Elections and Voting,Derived from LIS bill description,59,27,32,59,45.76271186440678,54.23728813559322,MIXED
2025,H0262,"James A. ""Jay"" Leftwich",R,Elections and Voting,Derived from LIS bill description,81,36,44,80,45.0,55.00000000000001,MIXED
2025,H0224,James W. Morefield,R,Elections and Voting,Derived from LIS bill description,58,26,32,58,44.827586206896555,55.172413793103445,MIXED
2025,H0238,M. Keith Hodges,R,Elections and Voting,Derived from LIS bill description,57,25,31,56,44.642857142857146,55.35714285714286,MIXED
2025,H0073,"Robert D. Orrock, Sr.",R,Elections and Voting,Derived from LIS bill description,47,20,25,45,44.44444444444444,55.55555555555556,MIXED
2025,H0242,Israel D. O'Quinn,R,Elections and Voting,Derived from LIS bill description,85,35,47,82,42.68292682926829,57.3170731707317,MIXED
2025,H0378,Chris Obenshain,R,Elections and Voting,Derived from LIS bill description,49,20,29,49,40.816326530612244,59.183673469387756,MIXED
2025,H0335,Mike A. Cherry,R,Elections and Voting,Derived from LIS bill description,79,32,47,79,40.50632911392405,59.49367088607595,MIXED
2025,H0328,Scott A. Wyatt,R,Elections and Voting,Derived from LIS bill description,62,24,37,61,39.34426229508197,60.65573770491803,MIXED
2025,H0056,Terry G. Kilgore,R,Elections and Voting,Derived from LIS bill description,53,20,31,51,39.21568627450981,60.78431372549019,MIXED
2025,H0329,Bill Wiley,R,Elections and Voting,Derived from LIS bill description,51,20,31,51,39.21568627450981,60.78431372549019,MIXED
2025,H0337,A.C. Cordoza,R,Elections and Voting,Derived from LIS bill description,49,19,30,49,38.775510204081634,61.224489795918366,MIXED
2025,H0369,Hillary Pugh Kent,R,Elections and Voting,Derived from LIS bill description,47,18,29,47,38.297872340425535,61.702127659574465,MIXED
2025,H0308,Joseph P. McNamara,R,Elections and Voting,Derived from LIS bill description,57,21,34,55,38.18181818181819,61.81818181818181,MIXED
2025,H0333,Jason S. Ballard,R,Elections and Voting,Derived from LIS bill description,49,18,31,49,36.734693877551024,63.26530612244898,MIXED
2025,H0181,C. Todd Gilbert,R,Elections and Voting,Derived from LIS bill description,83,25,44,69,36.231884057971016,63.76811594202898,MIXED
2025,H0352,"Jonathan ""Jed"" Arnold",R,Elections and Voting,Derived from LIS bill description,48,17,30,47,36.17021276595745,63.829787234042556,MIXED
2025,H0357,Will Davis,R,Elections and Voting,Derived from LIS bill description,48,17,31,48,35.41666666666667,64.58333333333334,MIXED
2025,H0348,Wren M. Williams,R,Elections and Voting,Derived from LIS bill description,48,16,32,48,33.33333333333333,66.66666666666666,NO
2025,H0358,"Mark L. Earley, Jr.",R,Elections and Voting,Derived from LIS bill description,48,16,32,48,33.33333333333333,66.66666666666666,NO
2025,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Elections and Voting,Derived from LIS bill description,47,15,32,47,31.914893617021278,68.08510638297872,NO
2025,H0321,Chris S. Runion,R,Elections and Voting,Derived from LIS bill description,47,15,32,47,31.914893617021278,68.08510638297872,NO
2025,H0325,Wendell S. Walker,R,Elections and Voting,Derived from LIS bill description,47,15,32,47,31.914893617021278,68.08510638297872,NO
2025,H0377,Delores Oates,R,Elections and Voting,Derived from LIS bill description,54,17,37,54,31.48148148148148,68.51851851851852,NO
2025,H0231,Tony O. Wilt,R,Elections and Voting,Derived from LIS bill description,49,15,34,49,30.612244897959183,69.38775510204081,NO
2025,H0342,Phillip A. Scott,R,Elections and Voting,Derived from LIS bill description,79,22,52,74,29.72972972972973,70.27027027027027,NO
2025,H0247,Michael J. Webert,R,Elections and Voting,Derived from LIS bill description,52,15,37,52,28.846153846153843,71.15384615384616,NO
2025,H0124,R. Lee Ware,R,Elections and Voting,Derived from LIS bill description,47,13,34,47,27.659574468085108,72.3404255319149,NO
2025,H0383,Eric R. Zehr,R,Elections and Voting,Derived from LIS bill description,47,13,34,47,27.659574468085108,72.3404255319149,NO
2025,H0313,Amanda E. Batten,R,Elections and Voting,Derived from LIS bill description,50,12,38,50,24.0,76.0,NO
2025,H0136,"Thomas C. Wright, Jr.",R,Elections and Voting,Derived from LIS bill description,47,10,32,42,23.809523809523807,76.19047619047619,NO
2025,H0362,"Thomas A. Garrett, Jr.",R,Elections and Voting,Derived from LIS bill description,47,10,32,42,23.809523809523807,76.19047619047619,NO
2025,H0364,Timothy P. Griffin,R,Elections and Voting,Derived from LIS bill description,47,11,36,47,23.404255319148938,76.59574468085107,NO
2025,H0279,Nicholas J. Freitas,R,Elections and Voting,Derived from LIS bill description,47,9,36,45,20.0,80.0,NO
2025,H0301,David A. Reid,D,Elections and Voting,Derived from LIS bill description,84,79,5,84,94.04761904761905,5.952380952380952,YES
2025,H0353,Bonita G. Anthony,D,Elections and Voting,Derived from LIS bill description,81,75,5,80,93.75,6.25,YES
2025,H0372,Destiny LeVere Bolling,D,Elections and Voting,Derived from LIS bill description,77,72,5,77,93.5064935064935,6.493506493506493,YES
2025,H0172,Mark D. Sickles,D,Elections and Voting,Derived from LIS bill description,127,105,8,113,92.92035398230088,7.079646017699115,YES
2025,H0314,Joshua G. Cole,D,Elections and Voting,Derived from LIS bill description,79,71,6,77,92.20779220779221,7.792207792207792,YES
2025,H0285,"C.E. Cliff Hayes, Jr.",D,Elections and Voting,Derived from LIS bill description,56,47,4,51,92.15686274509804,7.8431372549019605,YES
2025,H0281,Paul E. Krizek,D,Elections and Voting,Derived from LIS bill description,86,79,7,86,91.86046511627907,8.13953488372093,YES
2025,H0207,Delores L. McQuinn,D,Elections and Voting,Derived from LIS bill description,53,45,4,49,91.83673469387756,8.16326530612245,YES
2025,H0368,Michael J. Jones,D,Elections and Voting,Derived from LIS bill description,53,44,4,48,91.66666666666666,8.333333333333332,YES
2025,H0340,Michelle Lopes Maldonado,D,Elections and Voting,Derived from LIS bill description,119,109,10,119,91.59663865546219,8.403361344537815,YES
2025,H0343,Briana D. Sewell,D,Elections and Voting,Derived from LIS bill description,59,53,5,58,91.37931034482759,8.620689655172415,YES
2025,H0284,"Marcia S. ""Cia"" Price",D,Elections and Voting,Derived from LIS bill description,120,84,8,92,91.30434782608695,8.695652173913043,YES
2025,H0295,Kelly K. Convirs-Fowler,D,Elections and Voting,Derived from LIS bill description,81,73,7,80,91.25,8.75,YES
2025,H0344,Irene Shin,D,Elections and Voting,Derived from LIS bill description,57,52,5,57,91.22807017543859,8.771929824561402,YES
2025,H0374,Marty Martinez,D,Elections and Voting,Derived from LIS bill description,57,51,5,56,91.07142857142857,8.928571428571429,YES
2025,H0212,Betsy B. Carr,D,Elections and Voting,Derived from LIS bill description,55,50,5,55,90.9090909090909,9.090909090909092,YES
2025,H0227,Luke E. Torian,D,Elections and Voting,Derived from LIS bill description,57,50,5,55,90.9090909090909,9.090909090909092,YES
2025,H0264,Marcus B. Simon,D,Elections and Voting,Derived from LIS bill description,55,50,5,55,90.9090909090909,9.090909090909092,YES
